bar_mark,host_type,host_code,group_name,bar_type,diameter_mm,spacing_mm,shape_code,shape_description,quantity,single_length_m,total_length_m,total_weight_kg,anchorage_status,lap_status,hook_status,note
DW-S4-001-016,diaphragm_wall,DW-S4-001,拉结筋/架立筋,tie,12.0,450.0,31,tie_bar_with_hooks,117,34.319,4015.337,3564.87,manual_review,manual_review,manual_review,tie bars between reinforcement cages; constructability placeholder
DW-S5-001-017,diaphragm_wall,DW-S5-001,坑内侧竖向主筋,longitudinal,36.0,100.0,00,straight_with_development_length_review,291,58.8,17110.8,136720.88,manual_review,manual_review,not_applicable,inner face vertical bars; As_provided=10179mm2/m; As_required=28831mm2/m; GB/T50010 flexure/min-rebar subset
DW-S5-001-018,diaphragm_wall,DW-S5-001,坑外侧竖向主筋,longitudinal,36.0,100.0,00,straight_with_development_length_review,291,58.8,17110.8,136720.88,manual_review,manual_review,not_applicable,outer face vertical bars; symmetric preliminary cage for moment reversal and construction stages
DW-S5-001-019,diaphragm_wall,DW-S5-001,水平分布筋,distribution,18.0,180.0,00,straight_distribution_bar,584,30.538,17834.309,35625.49,manual_review,manual_review,not_applicable,horizontal distribution bars; crack/detailing checks require professional review
DW-S5-001-020,diaphragm_wall,DW-S5-001,拉结筋/架立筋,tie,12.0,450.0,31,tie_bar_with_hooks,117,34.319,4015.337,3564.87,manual_review,manual_review,manual_review,tie bars between reinforcement cages; constructability placeholder
DW-S6-001-021,diaphragm_wall,DW-S6-001,坑内侧竖向主筋,longitudinal,36.0,100.0,00,straight_with_development_length_review,291,58.8,17110.8,136720.88,manual_review,manual_review,not_applicable,inner face vertical bars; As_provided=10179mm2/m; As_required=28831mm2/m; GB/T50010 flexure/min-rebar subset
DW-S6-001-022,diaphragm_wall,DW-S6-001,坑外侧竖向主筋,longitudinal,36.0,100.0,00,straight_with_development_length_review,291,58.8,17110.8,136720.88,manual_review,manual_review,not_applicable,outer face vertical bars; symmetric preliminary cage for moment reversal and construction stages
DW-S6-001-023,diaphragm_wall,DW-S6-001,水平分布筋,distribution,18.0,180.0,00,straight_distribution_bar,584,30.538,17834.309,35625.49,manual_review,manual_review,not_applicable,horizontal distribution bars; crack/detailing checks require professional review
DW-S6-001-024,diaphragm_wall,DW-S6-001,拉结筋/架立筋,tie,12.0,450.0,31,tie_bar_with_hooks,117,34.319,4015.337,3564.87,manual_review,manual_review,manual_review,tie bars between reinforcement cages; constructability placeholder
DW-S7-001-025,diaphragm_wall,DW-S7-001,坑内侧竖向主筋,longitudinal,36.0,100.0,00,straight_with_development_length_review,291,58.8,17110.8,136720.88,manual_review,manual_review,not_applicable,inner face vertical bars; As_provided=10179mm2/m; As_required=28831mm2/m; GB/T50010 flexure/min-rebar subset
DW-S7-001-026,diaphragm_wall,DW-S7-001,坑外侧竖向主筋,longitudinal,36.0,100.0,00,straight_with_development_length_review,291,58.8,17110.8,136720.88,manual_review,manual_review,not_applicable,outer face vertical bars; symmetric preliminary cage for moment reversal and construction stages
DW-S7-001-027,diaphragm_wall,DW-S7-001,水平分布筋,distribution,18.0,180.0,00,straight_distribution_bar,584,30.538,17834.309,35625.49,manual_review,manual_review,not_applicable,horizontal distribution bars; crack/detailing checks require professional review
DW-S7-001-028,diaphragm_wall,DW-S7-001,拉结筋/架立筋,tie,12.0,450.0,31,tie_bar_with_hooks,117,34.319,4015.337,3564.87,manual_review,manual_review,manual_review,tie bars between reinforcement cages; constructability placeholder
DW-S8-001-029,diaphragm_wall,DW-S8-001,坑内侧竖向主筋,longitudinal,36.0,100.0,00,straight_with_development_length_review,291,58.8,17110.8,136720.88,manual_review,manual_review,not_applicable,inner face vertical bars; As_provided=10179mm2/m; As_required=28831mm2/m; GB/T50010 flexure/min-rebar subset
DW-S8-001-030,diaphragm_wall,DW-S8-001,坑外侧竖向主筋,longitudinal,36.0,100.0,00,straight_with_development_length_review,291,58.8,17110.8,136720.88,manual_review,manual_review,not_applicable,outer face vertical bars; symmetric preliminary cage for moment reversal and construction stages
DW-S8-001-031,diaphragm_wall,DW-S8-001,水平分布筋,distribution,18.0,180.0,00,straight_distribution_bar,584,30.538,17834.309,35625.49,manual_review,manual_review,not_applicable,horizontal distribution bars; crack/detailing checks require professional review
DW-S8-001-032,diaphragm_wall,DW-S8-001,拉结筋/架立筋,tie,12.0,450.0,31,tie_bar_with_hooks,117,34.319,4015.337,3564.87,manual_review,manual_review,manual_review,tie bars between reinforcement cages; constructability placeholder
RS-L1-1-033,internal_support,RS-L1-1,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L1-1-034,internal_support,RS-L1-1,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L1-2-035,internal_support,RS-L1-2,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L1-2-036,internal_support,RS-L1-2,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L1-3-037,internal_support,RS-L1-3,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L1-3-038,internal_support,RS-L1-3,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L1-4-039,internal_support,RS-L1-4,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L1-4-040,internal_support,RS-L1-4,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L2-1-041,internal_support,RS-L2-1,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L2-1-042,internal_support,RS-L2-1,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L2-2-043,internal_support,RS-L2-2,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L2-2-044,internal_support,RS-L2-2,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L2-3-045,internal_support,RS-L2-3,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L2-3-046,internal_support,RS-L2-3,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L2-4-047,internal_support,RS-L2-4,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L2-4-048,internal_support,RS-L2-4,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L3-1-049,internal_support,RS-L3-1,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L3-1-050,internal_support,RS-L3-1,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L3-2-051,internal_support,RS-L3-2,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L3-2-052,internal_support,RS-L3-2,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L3-3-053,internal_support,RS-L3-3,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L3-3-054,internal_support,RS-L3-3,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L3-4-055,internal_support,RS-L3-4,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L3-4-056,internal_support,RS-L3-4,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L4-1-057,internal_support,RS-L4-1,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L4-1-058,internal_support,RS-L4-1,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L4-2-059,internal_support,RS-L4-2,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L4-2-060,internal_support,RS-L4-2,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L4-3-061,internal_support,RS-L4-3,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L4-3-062,internal_support,RS-L4-3,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L4-4-063,internal_support,RS-L4-4,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L4-4-064,internal_support,RS-L4-4,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L5-1-065,internal_support,RS-L5-1,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L5-1-066,internal_support,RS-L5-1,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L5-2-067,internal_support,RS-L5-2,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L5-2-068,internal_support,RS-L5-2,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L5-3-069,internal_support,RS-L5-3,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L5-3-070,internal_support,RS-L5-3,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
RS-L5-4-071,internal_support,RS-L5-4,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,22.805,182.443,703.02,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
RS-L5-4-072,internal_support,RS-L5-4,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,136,6.5,884.0,784.83,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
ND-RS-L1-1-A-073,support_wale_node,ND-RS-L1-1-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L1-1-A-074,support_wale_node,ND-RS-L1-1-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L1-1-B-075,support_wale_node,ND-RS-L1-1-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L1-1-B-076,support_wale_node,ND-RS-L1-1-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L1-2-A-077,support_wale_node,ND-RS-L1-2-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L1-2-A-078,support_wale_node,ND-RS-L1-2-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L1-2-B-079,support_wale_node,ND-RS-L1-2-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L1-2-B-080,support_wale_node,ND-RS-L1-2-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L1-3-A-081,support_wale_node,ND-RS-L1-3-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L1-3-A-082,support_wale_node,ND-RS-L1-3-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L1-3-B-083,support_wale_node,ND-RS-L1-3-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L1-3-B-084,support_wale_node,ND-RS-L1-3-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L1-4-A-085,support_wale_node,ND-RS-L1-4-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L1-4-A-086,support_wale_node,ND-RS-L1-4-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L1-4-B-087,support_wale_node,ND-RS-L1-4-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L1-4-B-088,support_wale_node,ND-RS-L1-4-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L2-1-A-089,support_wale_node,ND-RS-L2-1-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L2-1-A-090,support_wale_node,ND-RS-L2-1-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L2-1-B-091,support_wale_node,ND-RS-L2-1-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L2-1-B-092,support_wale_node,ND-RS-L2-1-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L2-2-A-093,support_wale_node,ND-RS-L2-2-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L2-2-A-094,support_wale_node,ND-RS-L2-2-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L2-2-B-095,support_wale_node,ND-RS-L2-2-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L2-2-B-096,support_wale_node,ND-RS-L2-2-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L2-3-A-097,support_wale_node,ND-RS-L2-3-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L2-3-A-098,support_wale_node,ND-RS-L2-3-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L2-3-B-099,support_wale_node,ND-RS-L2-3-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L2-3-B-100,support_wale_node,ND-RS-L2-3-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L2-4-A-101,support_wale_node,ND-RS-L2-4-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L2-4-A-102,support_wale_node,ND-RS-L2-4-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L2-4-B-103,support_wale_node,ND-RS-L2-4-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L2-4-B-104,support_wale_node,ND-RS-L2-4-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L3-1-A-105,support_wale_node,ND-RS-L3-1-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L3-1-A-106,support_wale_node,ND-RS-L3-1-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L3-1-B-107,support_wale_node,ND-RS-L3-1-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L3-1-B-108,support_wale_node,ND-RS-L3-1-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L3-2-A-109,support_wale_node,ND-RS-L3-2-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L3-2-A-110,support_wale_node,ND-RS-L3-2-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L3-2-B-111,support_wale_node,ND-RS-L3-2-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L3-2-B-112,support_wale_node,ND-RS-L3-2-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L3-3-A-113,support_wale_node,ND-RS-L3-3-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
