bar_mark,host_type,host_code,group_name,bar_type,diameter_mm,spacing_mm,shape_code,shape_description,quantity,single_length_m,total_length_m,total_weight_kg,anchorage_status,lap_status,hook_status,note
SP-L1-18-052,internal_support,SP-L1-18,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L1-19-053,internal_support,SP-L1-19,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L1-19-054,internal_support,SP-L1-19,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L1-20-055,internal_support,SP-L1-20,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L1-20-056,internal_support,SP-L1-20,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L1-21-057,internal_support,SP-L1-21,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L1-21-058,internal_support,SP-L1-21,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L1-22-059,internal_support,SP-L1-22,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L1-22-060,internal_support,SP-L1-22,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-1-061,internal_support,SP-L2-1,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-1-062,internal_support,SP-L2-1,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-2-063,internal_support,SP-L2-2,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-2-064,internal_support,SP-L2-2,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-3-065,internal_support,SP-L2-3,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-3-066,internal_support,SP-L2-3,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-4-067,internal_support,SP-L2-4,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-4-068,internal_support,SP-L2-4,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-5-069,internal_support,SP-L2-5,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-5-070,internal_support,SP-L2-5,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-6-071,internal_support,SP-L2-6,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-6-072,internal_support,SP-L2-6,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-7-073,internal_support,SP-L2-7,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-7-074,internal_support,SP-L2-7,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-8-075,internal_support,SP-L2-8,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-8-076,internal_support,SP-L2-8,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-9-077,internal_support,SP-L2-9,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-9-078,internal_support,SP-L2-9,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-10-079,internal_support,SP-L2-10,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-10-080,internal_support,SP-L2-10,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-11-081,internal_support,SP-L2-11,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-11-082,internal_support,SP-L2-11,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-12-083,internal_support,SP-L2-12,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-12-084,internal_support,SP-L2-12,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-13-085,internal_support,SP-L2-13,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-13-086,internal_support,SP-L2-13,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-14-087,internal_support,SP-L2-14,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-14-088,internal_support,SP-L2-14,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-15-089,internal_support,SP-L2-15,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-15-090,internal_support,SP-L2-15,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-16-091,internal_support,SP-L2-16,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-16-092,internal_support,SP-L2-16,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-17-093,internal_support,SP-L2-17,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-17-094,internal_support,SP-L2-17,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-18-095,internal_support,SP-L2-18,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-18-096,internal_support,SP-L2-18,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-19-097,internal_support,SP-L2-19,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-19-098,internal_support,SP-L2-19,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-20-099,internal_support,SP-L2-20,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-20-100,internal_support,SP-L2-20,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-21-101,internal_support,SP-L2-21,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-21-102,internal_support,SP-L2-21,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L2-22-103,internal_support,SP-L2-22,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L2-22-104,internal_support,SP-L2-22,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-1-105,internal_support,SP-L3-1,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-1-106,internal_support,SP-L3-1,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-2-107,internal_support,SP-L3-2,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,50.4,403.2,1553.67,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-2-108,internal_support,SP-L3-2,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,301,6.5,1956.5,1737.01,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
